Province/Territory,Program Stream,Employer,Address,Occupation,Incorporate Status,Requested LMIAs,Requested Positions,Year,Date
,,A & P Fruit Growers Ltd,"Abbotsford, BC V2T 0C4",8431-General farm workers,,,20.0,2017,Unknown nega
,,Adega on 45th Estate Winery Ltd,"Osoyoos, BC V0H 1V6",8431-General farm workers,,,1.0,2017,Unknown nega
,,Arjuna Berry Farms Ltd.,"Abbotsford, BC V2T 5Y7",8431-General farm workers,,,9.0,2017,Unknown nega
,,Athena Farm Holdings Ltd,"Cawston, BC V0X 1C3",8431-General farm workers,,,10.0,2017,Unknown nega
,,Badyal Farms Ltd,"Abbotsford, BC V3G 2P5",8431-General farm workers,,,13.0,2017,Unknown nega
,,Berry Haven Farm Ltd,"Abbotsford, BC V4X 2L4",8431-General farm workers,,,12.0,2017,Unknown nega
,,Best B Holdings Ltd,"Abbotsford, BC V3G 1Y9",8431-General farm workers,,,1.0,2017,Unknown nega
,,BK Orchards Ltd,"Peachland, BC V0H 1X0",8431-General farm workers,,,46.0,2017,Unknown nega
,,Brent Kelly Farms Inc,"Delta, BC V4K 3N3",0821-Managers in agriculture,,,1.0,2017,Unknown nega
,,Brymar Farms Ltd,"Rosedale, BC V0X 1X2",8431-General farm workers,,,4.0,2017,Unknown nega
,,Bylands Nurseries Ltd,"West Kelowna, BC V1Z 1H6","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",,,1.0,2017,Unknown nega
,,Cedar Rim Nursery Ltd,"Milner, BC V0X 1T0",8432-Nursery and greenhouse workers,,,1.0,2017,Unknown nega
,,Cloudburst Cranberry Farm Ltd,"Pitt Meadows, BC V3Y 0A7",8431-General farm workers,,,3.0,2017,Unknown nega
,,Darvonda Nurseries Ltd,"Langley, BC V2Y 0W9",8432-Nursery and greenhouse workers,,,12.0,2017,Unknown nega
,,Dhaliwal Farms,"Oliver, BC V0H 1T5",8431-General farm workers,,,1.0,2017,Unknown nega
,,Douglas Lake Cattle Company,"Douglas Lake, BC V0E 1S0",8431-General farm workers,,,4.0,2017,Unknown nega
,,Duarte Orchards Ltd.,"Oliver, BC V0H 1T1",8431-General farm workers,,,2.0,2017,Unknown nega
,,Dynamic Work Force Ltd,"Abbotsford, BC V2T 5Y1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,16.0,2017,Unknown nega
,,,,8431-General farm workers,,,56.0,2017,Unknown nega
,,Earlco Vineyards Ltd,"Penticton, BC V2A 8T6",8431-General farm workers,,,18.0,2017,Unknown nega
,,East 2 West Fruit Packers Ltd,"Oliver, BC V0H 1T0",8431-General farm workers,,,2.0,2017,Unknown nega
,,Eurosa Farms Ltd,"Brentwood Bay, BC V8M 1J6",8432-Nursery and greenhouse workers,,,4.0,2017,Unknown nega
,,FKC (168) Produce Ltd,"Surrey, BC V3S 8H6",8432-Nursery and greenhouse workers,,,1.0,2017,Unknown nega
,,G P Sandher Holdings Ltd.,"Kelowna, BC V1P 1C5",8431-General farm workers,,,10.0,2017,Unknown nega
,,Ghuman Farm,"Kelowna, BC V1W 4G8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,1.0,2017,Unknown nega
,,Gill's Paradise Orchard,"Cawston, BC V0X 1C2",8431-General farm workers,,,2.0,2017,Unknown nega
,,Grafton Farm Ltd,"Richmond, BC V6V 1B3",8431-General farm workers,,,8.0,2017,Unknown nega
,,H & R Orchards Ltd.,"Canyon, BC V0B 1C0",0821-Managers in agriculture,,,1.0,2017,Unknown nega
,,,,8431-General farm workers,,,6.0,2017,Unknown nega
,,Hatch A Bird Farm,"Powell River, BC V8A 4W2",8431-General farm workers,,,1.0,2017,Unknown nega
,,HIGH POWER NURSERY LTD,"Abbotsford, BC V2T 5H9",8431-General farm workers,,,14.0,2017,Unknown nega
,,Holler Estate Vineyards,"Penticton, BC V2A 8T6",8431-General farm workers,,,8.0,2017,Unknown nega
,,Hong Kong Orchards,"Oliver, BC V1Y 1T1",8431-General farm workers,,,2.0,2017,Unknown nega
,,Ingold Holdings Ltd,"Surrey, BC V4A 9N3",8431-General farm workers,,,1.0,2017,Unknown nega
,,ITM Trucking Ltd.,"Prince George, BC V2N 5T3","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,2.0,2017,Unknown nega
,,,,8431-General farm workers,,,10.0,2017,Unknown nega
,,J. K. Agro Industries Inc,"Abbotsford, BC V2T 5W9",8431-General farm workers,,,8.0,2017,Unknown nega
,,J.G. Produce c/o Amarjeet Gill,"Osoyoos, BC V0H 1V2",8431-General farm workers,,,3.0,2017,Unknown nega
,,Johal Berry Farms Ltd,"Richmond, BC V6W 1E3",8431-General farm workers,,,33.0,2017,Unknown nega
,,Lake Ridge Orchard,"Osoyoos, BC V0H 1V2",8431-General farm workers,,,2.0,2017,Unknown nega
,,Lally Farms Inc,"Abbotsford, BC V4X 1X8",8431-General farm workers,,,11.0,2017,Unknown nega
,,Lepp Farms Inc,"Abbotsford, BC V3G 1R1",8431-General farm workers,,,9.0,2017,Unknown nega
,,Lual Orchards Ltd,"Osoyoos, BC V0H 1V2",8431-General farm workers,,,6.0,2017,Unknown nega
,,Marlane Enterprises Ltd.,"Cranbrook, BC V1C 5M6",8432-Nursery and greenhouse workers,,,6.0,2017,Unknown nega
,,Mount Lehman Fruit Growers Ltd,"Abbotsford, BC V2T 6Z5",8431-General farm workers,,,8.0,2017,Unknown nega
,,NRK Sahota Blueberry Farm Ltd,"Port Coquitlam, BC V4W 1E7","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,3.0,2017,Unknown nega
,,,,8431-General farm workers,,,15.0,2017,Unknown nega
,,Okanagan Sunshine Fruit Packers Ltd,"Oliver, BC V0H 1T1",8431-General farm workers,,,7.0,2017,Unknown nega
,,Parsons Farm Market,"Keremeos, BC V0X 1N3",8611-Harvesting labourers,,,2.0,2017,Unknown nega
,,Paulson Orchard,"Osoyoos, BC V0H 1V6",8431-General farm workers,,,1.0,2017,Unknown nega
,,Pine Meadows Tree Farms Ltd,"Chilliwack, BC V2R 4S4",8432-Nursery and greenhouse workers,,,4.0,2017,Unknown nega
,,Premium Vineyard Management,"Penticton, BC V2A 8M9",8431-General farm workers,,,3.0,2017,Unknown nega
,,Purple Springs Nursery Inc,"Armstrong, BC V0E 1B4",8432-Nursery and greenhouse workers,,,2.0,2017,Unknown nega
,,Rainbows End Tree Farm,"New Westminster, BC V3M 3A5",8432-Nursery and greenhouse workers,,,2.0,2017,Unknown nega
,,Ridge Valley Farms Ltd.,"Abbotsford, BC V4X 2A6",8431-General farm workers,,,4.0,2017,Unknown nega
,,Sanghera Farms Ltd,"Langley, BC V1M 3W8",8431-General farm workers,,,2.0,2017,Unknown nega
,,Scion Vineyard Management and Consulting,"Oliver, BC V0H 1T1",8431-General farm workers,,,6.0,2017,Unknown nega
,,Shelter Point Farms,"Campbell River, BC V9H 1E3",8431-General farm workers,,,6.0,2017,Unknown nega
,,Shoker Farms Ltd,"Chilliwack, BC V2R 4R1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,5.0,2017,Unknown nega
,,,,8431-General farm workers,,,30.0,2017,Unknown nega
,,Similkameen Produce Co Ltd,"Keremeos, BC V0X 1N0",8431-General farm workers,,,4.0,2017,Unknown nega
,,Star Labour Supply Ltd.,"Vancouver, BC V5X 1Y1",8431-General farm workers,,,52.0,2017,Unknown nega
,,Sun Wing Greenhouses Ltd,"Victoria, BC V9E 2J4",8432-Nursery and greenhouse workers,,,3.0,2017,Unknown nega
,,T&S Mankatala Farm,"Abbotsford, BC V2T 5X7",8431-General farm workers,,,3.0,2017,Unknown nega
,,Tatla Orchards Ltd.,"West Kelowna, BC V4T 1M2",8431-General farm workers,,,6.0,2017,Unknown nega
,,Toor Eastwood Farm,"Osoyoos, BC V0H 1V2",8431-General farm workers,,,2.0,2017,Unknown nega
,,TSC Nursery Sales Limited,"Richmond, BC V6V 1B1",8432-Nursery and greenhouse workers,,,2.0,2017,Unknown nega
,,Valley Orchards,"Kelowna, BC V1P 1B5",8431-General farm workers,,,65.0,2017,Unknown nega
,,W. Friesen Farms,"Surrey, BC V3S 9S7","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,3.0,2017,Unknown nega
,,,,8431-General farm workers,,,5.0,2017,Unknown nega
,Permanent Resident Only,0881963 BC Ltd.,"Prince George, BC V2N 1L9",6311-Food service supervisors,,,1.0,2017,Unknown nega
,,0994391 BC Ltd.,"Surrey, BC V3W 1N6","7305-Supervisors, motor transport and other ground transit operators",,,1.0,2017,Unknown nega
,,1046417 B.C. Ltd.,"North Vancouver, BC V7M 2J6",6322-Cooks,,,1.0,2017,Unknown nega
,,Amgen British Columbia Inc.,"Burnaby, BC V5A 1V7",2171-Information systems analysts and consultants,,,1.0,2017,Unknown nega
,,Andy Sorensen Autobody And Frame Ltd,"Surrey, BC V3S 1X6",7322-Motor vehicle body repairers,,,1.0,2017,Unknown nega
,,APNA Motor LTD.,"Surrey, BC V3W 3A6",0621-Retail and wholesale trade managers,,,1.0,2017,Unknown nega
,,,,"7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",,,3.0,2017,Unknown nega
,,Atlantic Truck Lines Ltd,"Surrey, BC V3S 3E8","7305-Supervisors, motor transport and other ground transit operators",,,1.0,2017,Unknown nega
,,Beijing Chinese School Ltd.,"West Vancouver, BC V7T 1B9",4021-College and other vocational instructors,,,2.0,2017,Unknown nega
,,Busque Engineering Ltd,"Richmond, BC V7A 5G7",2131-Civil engineers,,,1.0,2017,Unknown nega
,,Cantop Tours & Travel Ltd.,"Vancouver, BC V6P 5Y1",2175-Web designers and developers,,,1.0,2017,Unknown nega
,,City Service Agency Ltd,"Vancouver, BC V6B 6H5",1241-Administrative assistants,,,1.0,2017,Unknown nega
,,Cosmic Collision Ltd,"Vancouver, BC V5L 2C4",7322-Motor vehicle body repairers,,,1.0,2017,Unknown nega
,,Drabek Technologies Ltd.,"Burnaby, BC V5B 3B1",7231-Machinists and machining and tooling inspectors,,,1.0,2017,Unknown nega
,,Fijianna Hair Design Ltd,"Delta, BC V4K 1W4",6341-Hairstylists and barbers,,,1.0,2017,Unknown nega
,,Flint Holdings Ltd,"Kelowna, BC V1W 3T1",6311-Food service supervisors,,,1.0,2017,Unknown nega
,,Grand Sino Plan Corporation,"Vancouver, BC V6B 1G1",0631-Restaurant and food service managers,,,1.0,2017,Unknown nega
,,Hummingbird Cove Lifestyles Ltd.,"Powell River, BC V8A 0N1",1222-Executive assistants,,,1.0,2017,Unknown nega
,,Infinity Thunderbird Ventures Inc - Montana 3045,"Langley, BC V1M 3Y9",0631-Restaurant and food service managers,,,2.0,2017,Unknown nega
,,,,6322-Cooks,,,5.0,2017,Unknown nega
,,Infinity Thunderbird Ventures Inc - Montana3096,"Coquitlam, BC V3B 5R5",0631-Restaurant and food service managers,,,2.0,2017,Unknown nega
,,,,6322-Cooks,,,5.0,2017,Unknown nega
,,Inifinity Langley Ventures Inc - Montana 3072,"Langley, BC V3A 9J7",0631-Restaurant and food service managers,,,2.0,2017,Unknown nega
,,,,6322-Cooks,,,5.0,2017,Unknown nega
,,Intrahealth Canada Ltd,"North Vancouver, BC V7P 3S1",2174-Computer programmers and interactive media developers,,,1.0,2017,Unknown nega
,,Intrepid Theatre Company Society,"Victoria, BC V8W 2J5","0512-Managers - publishing, motion pictures, broadcasting and performing arts",,,1.0,2017,Unknown nega
,,J.M.T Enterprises Inc.,"Surrey, BC V3W 4E7","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",,,1.0,2017,Unknown nega
,,Jas Construction Ltd.,"Surrey, BC V3X 1B7","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",,,1.0,2017,Unknown nega
,,Jordans Rugs Ltd,"Vancouver, BC V6H 1H4",1222-Executive assistants,,,1.0,2017,Unknown nega
,,Kamako Food Ltd,"Burnaby, BC V5C 2P5",6322-Cooks,,,1.0,2017,Unknown nega
,,Koto Izakaya Restaurant Co Limited,"Richmond, BC V6X 1C3",6311-Food service supervisors,,,1.0,2017,Unknown nega
,,KSD Mobile Truck & Trailer Repair Ltd.,"Delta, BC V4C 1L1","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",,,1.0,2017,Unknown nega
,,Liberty Tax Service,"Burnaby, BC V5C 2J7","1212-Supervisors, finance and insurance office workers",,,3.0,2017,Unknown nega
,,"Louis T.Picco, Inc.","North Vancouver, BC V7M 2H9",1311-Accounting technicians and bookkeepers,,,1.0,2017,Unknown nega
,,Mainstream Broadcasting Corporation,"Vancouver, BC V6P 6G5",5231-Announcers and other broadcasters,,,1.0,2017,Unknown nega
,,Match Property Solutions Ltd.,"Whistler, BC V0N 1B1",1221-Administrative officers,,,1.0,2017,Unknown nega
,,Millennium Tents and Party Rentals Ltd.,"Vancouver, BC V6P 6R9",7237-Welders and related machine operators,,,1.0,2017,Unknown nega
,,Mishan Foods Inc.,"Princeton, BC V0X 1W0",6311-Food service supervisors,,,2.0,2017,Unknown nega
,,Misra Architect Ltd.,"Victoria, BC V8Y 1X8",2251-Architectural technologists and technicians,,,1.0,2017,Unknown nega
,,Mission Kits Limited,"Vancouver, BC V6J 1M9",0631-Restaurant and food service managers,,,1.0,2017,Unknown nega
,,Mohan & Family Restraurant Ltd.,"Vancouver, BC V6B 6A3",6321-Chefs,,,1.0,2017,Unknown nega
,,MTM Auto Body Repair (2006) Ltd.,"Richmond, BC V6X 2P4",1222-Executive assistants,,,1.0,2017,Unknown nega
,,Oranya Farms II Holdings,"Aldergrove, BC V4W 2P2","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,2.0,2017,Unknown nega
,,OverInteractive Media Inc.,"Vancouver, BC V5T 1M6","0124-Advertising, marketing and public relations managers",,,3.0,2017,Unknown nega
,,Paras Fashions Ltd,"Surrey, BC V3W 1R1",6222-Retail and wholesale buyers,,,1.0,2017,Unknown nega
,,Picatic E-Ticket Inc.,"Vancouver, BC V6B 0M9",2174-Computer programmers and interactive media developers,,,1.0,2017,Unknown nega
,,Ping Digital Signal Processing Inc.,"North Saanich, BC V8L 4V2",2113-Geoscientists and oceanographers,,,1.0,2017,Unknown nega
,,Planet India Restaurant Inc.,"Surrey, BC V3W 9Z1",6322-Cooks,,,1.0,2017,Unknown nega
,,PM Technical Services Ltd.,"Cobble Hill, BC V0R 1L4",2231-Civil engineering technologists and technicians,,,1.0,2017,Unknown nega
,,Rick Goldsmith Ltd,"Vancouver, BC V6P 3S8",6314-Customer and information services supervisors,,,1.0,2017,Unknown nega
,,S Square Enterprises Ltd.,"Victoria, BC V8P 3N8",6311-Food service supervisors,,,1.0,2017,Unknown nega
,,Sashimi Sushi,"Coquitlam, BC V3B 5R5",6322-Cooks,,,1.0,2017,Unknown nega
,,SATNAM AUTO SERVICE,"North Delta, BC V4C 3W1","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",,,1.0,2017,Unknown nega
,,Sodexo Canada Limited,"Vancouver, BC V5M 1C2",6311-Food service supervisors,,,1.0,2017,Unknown nega
,,Sosida Services Company Ltd.,"Vancouver, BC V5X 1E7",1311-Accounting technicians and bookkeepers,,,1.0,2017,Unknown nega
,,Star Image Gutter & Siding Ltd,"Surrey, BC V3W 3W2","1211-Supervisors, general office and administrative support workers",,,1.0,2017,Unknown nega
,,Steveston's Art Connection Ltd,"Richmond, BC V7E 2G3",4214-Early childhood educators and assistants,,,1.0,2017,Unknown nega
,,Sun Star Plumbing & Heating Ltd.,"Surrey, BC V3W 4T6",1311-Accounting technicians and bookkeepers,,,1.0,2017,Unknown nega
,,Super Cut Lumber Industries Ltd,"Langley, BC V1M 3N8","0014-Senior managers - health, education, social and community services and membership organizations",,,1.0,2017,Unknown nega
,,,,"0124-Advertising, marketing and public relations managers",,,1.0,2017,Unknown nega
,,,,1241-Administrative assistants,,,3.0,2017,Unknown nega
,,The Canadian College of English Language Ltd.,"Vancouver, BC V6E 1A3","0124-Advertising, marketing and public relations managers",,,1.0,2017,Unknown nega
,,The Media Evangelism Association,"Richmond, BC V6X 4G4","5131-Producers, directors, choreographers and related occupations",,,1.0,2017,Unknown nega
,,Top-Notch Embroidery and Digitizing Ltd.,"Vancouver, BC V5X 0B1",6411-Sales and account representatives - wholesale trade (non-technical),,,1.0,2017,Unknown nega
,,Triple Star Restaurant Ltd,"Burnaby, BC V5B 4Y2",6311-Food service supervisors,,,1.0,2017,Unknown nega
,,UMI Sushi Express,"Richmond, BC V6Y 1J4",6322-Cooks,,,1.0,2017,Unknown nega
,,West Coast In-Home Care Inc,"Vancouver, BC V6P 6G5","0014-Senior managers - health, education, social and community services and membership organizations",,,1.0,2017,Unknown nega
Yukon,   Low Wage,45006 Yukon Inc.,"Watson Lake, YT Y0A 1C0",6513-Food and beverage servers,,,2.0,2017,Unknown nega
,,garderie du Petit Cheval Blanc,"Whitehorse, YT Y1A 6C8",4214-Early childhood educators and assistants,,,1.0,2017,Unknown nega
,,Talbot Arm Motel Ltd.,"Destruction Bay, YT Y0B 1H0",6315-Cleaning supervisors,,,1.0,2017,Unknown nega
Northwest Territories,   Low Wage,Paul Bros Nextreme Inc,"Yellowknife, NT X1A 0G4",7237-Welders and related machine operators,,,1.0,2017,Unknown nega
,,Sushi North Inc.,"Yellowknife, NT X1A 2R2",6322-Cooks,,,2.0,2017,Unknown nega
,Permanent Resident Only,Workers' Safety Compensation Commission (WSCC),"Yellowknife, NT X1A 2R3",2171-Information systems analysts and consultants,,,1.0,2017,Unknown nega
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,American Bridge Canada Company,"Coraopolis, 15108",0711-Construction managers,,,1.0,2017,Unknown nega
,,Anonymous Content LLC,"Culver City, 90232","5131-Producers, directors, choreographers and related occupations",,,1.0,2017,Unknown nega
,,Backyard Productions LLC.,"Marina Del Ray, 90292","5131-Producers, directors, choreographers and related occupations",,,2.0,2017,Unknown nega
,,"Biscuit Filmworks, LLC","Los Angeles, 90038","5131-Producers, directors, choreographers and related occupations",,,1.0,2017,Unknown nega
,,"Chelsea Pictures, Inc.","Los Angeles, 90405","5131-Producers, directors, choreographers and related occupations",,,1.0,2017,Unknown nega
,,Company Films Inc.,"Los Angeles, 90035","5131-Producers, directors, choreographers and related occupations",,,1.0,2017,Unknown nega
,,Doomsday Entertainment,"Los Angeles, 90028","5131-Producers, directors, choreographers and related occupations",,,1.0,2017,Unknown nega
,,Frozen Man Inc.,"New York, 10011","5131-Producers, directors, choreographers and related occupations",,,3.0,2017,Unknown nega
,,Hansa Heavy Lift GMBH,"Hamburg, 20457",2132-Mechanical engineers,,,1.0,2017,Unknown nega
,,,,2141-Industrial and manufacturing engineers,,,1.0,2017,Unknown nega
,,,,"2273-Deck officers, water transport",,,1.0,2017,Unknown nega
,,,,"8222-Contractors and supervisors, oil and gas drilling and services",,,1.0,2017,Unknown nega
,,Harvest Films Inc.,"Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",,,1.0,2017,Unknown nega
,,"Honor Society Films, LLC","New York, 10012","5131-Producers, directors, choreographers and related occupations",,,2.0,2017,Unknown nega
,,"Humble TV, LLC","New York, 10011","5131-Producers, directors, choreographers and related occupations",,,1.0,2017,Unknown nega
,,Iconoclast Content Inc,"Culver City, 90232","5131-Producers, directors, choreographers and related occupations",,,1.0,2017,Unknown nega
,,K Films,"Manhattan Beach, 90266","5131-Producers, directors, choreographers and related occupations",,,1.0,2017,Unknown nega
,,"MacGuffin Films, Ltd","New York, 10003","5131-Producers, directors, choreographers and related occupations",,,1.0,2017,Unknown nega
,,"Morton Jankel Zander, Inc.","Los Angeles, 90064","5131-Producers, directors, choreographers and related occupations",,,2.0,2017,Unknown nega
,,Moxie Pictures Inc.,"Los Angeles, 90016","5131-Producers, directors, choreographers and related occupations",,,1.0,2017,Unknown nega
,,"O Positive, LLC","New York, 10010","5131-Producers, directors, choreographers and related occupations",,,1.0,2017,Unknown nega
,,"Park Pictures, LLC","New York, 10010","5131-Producers, directors, choreographers and related occupations",,,3.0,2017,Unknown nega
,,Partizan Entertainment LLC,"Los Angeles, 90028","5131-Producers, directors, choreographers and related occupations",,,1.0,2017,Unknown nega
,,"Psyop Productions, LLC","Venice, 90291","5131-Producers, directors, choreographers and related occupations",,,1.0,2017,Unknown nega
,,Radical Media LLC,"Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",,,1.0,2017,Unknown nega
,,"Reset Content, LLC","Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",,,2.0,2017,Unknown nega
,,"Skunk Partners, LLC","Los Angeles, 90013","5131-Producers, directors, choreographers and related occupations",,,3.0,2017,Unknown nega
,,Smuggler Inc.,"Los Angeles, 90038","5131-Producers, directors, choreographers and related occupations",,,1.0,2017,Unknown nega
,,Spears and Arrows o/a Spears & Arrows,"Hollywood, 92106","5131-Producers, directors, choreographers and related occupations",,,1.0,2017,Unknown nega
,,Splendid & Co,"Los Angeles, 90025","5131-Producers, directors, choreographers and related occupations",,,1.0,2017,Unknown nega
,,Station Film Inc,"Los Angeles, 90016","5131-Producers, directors, choreographers and related occupations",,,1.0,2017,Unknown nega
,,Stink LLC,"Culver City, 90232","5131-Producers, directors, choreographers and related occupations",,,2.0,2017,Unknown nega
,,Superprime,"Culver City, 90232","5131-Producers, directors, choreographers and related occupations",,,2.0,2017,Unknown nega
,,"The Corner Shop, Inc.","Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",,,1.0,2017,Unknown nega
,,Tool of North America LLC,"Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",,,2.0,2017,Unknown nega
,  Primary Agriculture,"Olsen Custom Farms, LLC","Hendricks, 56136",8431-General farm workers,,,32.0,2017,Unknown nega
Newfoundland and Labrador,,Bogarts Jewelry Ltd.,"St. John's, NL A1A 5T3",,,,,2016,October 2016
,,Carol Automobile Ltd.,"Labrador City, NL A2V 2K6",,,,,2016,October 2016
,,Normie's Enterprises Inc,"Corner Brook, NL A2H 6T2",,,,,2016,October 2016
,,Oriental Star Restaurant Inc. c/o China House Restaurant,"St. Johns, NL A1A 2H1",,,,,2016,October 2016
,,ProActive Physiotheraphy Inc,"St John's, NL A1A 5T3",,,,,2016,October 2016
,,Rainbow Daycare Company Ltd.,"St. John's, NL A1N 3J5",,,,,2016,October 2016
,,Redwood Construction Limited,"St. John's, NL A1B 4B7",,,,,2016,October 2016
,,Subsea 7 Canada Inc.,"St. John's, NL A1E 3Y3",,,,,2016,October 2016
,,Tai Sun Restaurant,"Grand Falls-Windsor, NL A2A 1X2",,,,,2016,October 2016
,,Uncle Li Restaurant Inc,"Clarenville, NL A5A 0C3",,,,,2016,October 2016
Prince Edward Island,,Direct NutriSciences Inc.,"Milton Station, PE C1E 0T8",,,,,2016,October 2016
,,MacDougall Steel Erectors Inc.,"Borden-Carleton, PE C0B 1X0",,,,,2016,October 2016
,,MacPherson Builders Inc.,"Belfast R.R. #1, PE C0A 1A0",,,,,2016,October 2016
,,Mr. Sushi Inc.,"Charlottetown, PE C1A 4K6",,,,,2016,October 2016
,,PEI Ocean View Resort Inc.,"Summerside, PE C1N 2V5",,,,,2016,October 2016
,,Richie Foods,"Charlottetown, PE C1A 4N5",,,,,2016,October 2016
,,W P Griffin Inc,"Elmsdale, PE C0B 1K0",,,,,2016,October 2016
Nova Scotia,,3043177 Nova Scotia Limited(Frontier Technology),"Dartmouth, NS B3B 1T4",,,,,2016,October 2016
,,Alex Oh Sushi & Rolls Ltd,"Halifax, NS B3J 2K4",,,,,2016,October 2016
,,Anson Caregivers Inc.,"Dartmouth, NS B2Y 4B8",,,,,2016,October 2016
,,,,,,,,2016,October 2016
,,Baan Thai Restaurant Ltd,"Halifax, NS B3J 1J7",,,,,2016,October 2016
,,Baby Panda Asian Cuisine,"Windsor, NS B0N 2T0",,,,,2016,October 2016
,,Berkeley Holdings,"Halifax, NS B3K 4W3",,,,,2016,October 2016
,,Capital Seafood International Incorporated,"Eastern Passage, NS B3G 1M5",,,,,2016,October 2016
,,Coastal Restoration & Masonry Limited,"Goodwood, NS B3T 1P3",,,,,2016,October 2016
,,Craig Nichols Farms Ltd,"Aylesford, NS B0P 1C0",,,,,2016,October 2016
,,den Haan Enterprises Ltd,"Lawrencetown, NS B0S 1M0",,,,,2016,October 2016
,,Digby Backpackers Inn,"Digby, NS B0V 1A0",,,,,2016,October 2016
,,"Elite Balsam Products, Inc","St Andrews, NS B0H 1X0",,,,,2016,October 2016
,,Fisherman's Market International Inc.,"Halifax, NS B3M 2L6",,,,,2016,October 2016
,,Garden View Restaurant Ltd,"Dartmouth, NS B2X 1S2",,,,,2016,October 2016
,,Halifax ALTA Gymnastics Club,"Halifax, NS B3L 4T7",,,,,2016,October 2016
,,HB Studios Multimedia Ltd,"Lunenburg, NS B0J 2C0",,,,,2016,October 2016
,,John's Steak House Limited,"Antigonish, NS B2G 1R6",,,,,2016,October 2016
,,Maskwa Aquatic Club,"Halifax, NS B3M 3H8",,,,,2016,October 2016
,,Mic Mac Beverage Room (2006) Ltd.,"Dartmouth, NS B2X 2C3",,,,,2016,October 2016
,,NewAE Technology Inc.,"Halifax, NS B3H 2R8",,,,,2016,October 2016
,,Nova Scotia Health Authority,"Sidney, NS B1P 1P3",,,,,2016,October 2016
,,Oxford Berry Farm,"Oxford, NS B0M 1P0",,,,,2016,October 2016
,,Royal & Sun Alliance Ins. Co. of Canada,"Dartmouth, NS B3B 0L9",,,,,2016,October 2016
,,"SHIL Technologies, Inc.","Halifax, NS B3J 3N2",,,,,2016,October 2016
,,Shree Ganesh Ltd. (Curry Express),"Bridgewater, NS B4V 1M3",,,,,2016,October 2016
,,St. Francis Xavier University,"Antigonish, NS B2G 2W5",,,,,2016,October 2016
,,VidSnippets Incoporated,"Bedford, NS B4A 3N9",,,,,2016,October 2016
New Brunswick,,615163 NB Ltd. o/a Stiles Motel Hillview,"Woodstock, NB E7M 2E9",,,,,2016,October 2016
,,669950 NB Ltd. o/a NARU Japanese Restaurant Ltd.,"Fredericton, NB E3B 1B9",,,,,2016,October 2016
,,Cavendish Farms Corp,"Dieppe, NB E1A 6X4",,,,,2016,October 2016
,,Cedar Enterprises Ltd.,"Saint John, NB E2J 2C3",,,,,2016,October 2016
,,Cedar Rock Farm,"Nauwigewauk, NB E5N 6W4",,,,,2016,October 2016
,,D & J Bait Company Ltd.,"Pointe Sapin, NB E9A 1T4",,,,,2016,October 2016
,,Doug Desruisseau Carpentry Inc.,"BelleisleCreek, NB E5P 1N3",,,,,2016,October 2016
,,Dover Fish Hatchery Ltd.,"L'Etang, NB E5C 2A8",,,,,2016,October 2016
,,Dynamic Transport Inc.,"Eelriver Crossing, NB E8E 1R2",,,,,2016,October 2016
,,EHS Safety Support Services Inc.,"Saint John, NB E2K 4S9",,,,,2016,October 2016
,,Full House Enterprise Ltd,"Fredericton, NB E3B 5Y4",,,,,2016,October 2016
,,Gieral Investments & Trading Ltd.,"Moncton, NB E1C 2R5",,,,,2016,October 2016
,,MacLeod General Construction Ltd.,"Centreville, NB E7K 3G4",,,,,2016,October 2016
,,Maritime Auto Body 2014 Ltd.,"Saint John, NB E2M 3S4",,,,,2016,October 2016
,,Marty's Electric Ltd,"Perth-Andover, NB E7H 2W9",,,,,2016,October 2016
,,Matrix Management Inc.,"Saint John, NB E2L 3G1",,,,,2016,October 2016
,,McLaughlin Dental Group Inc,"Bedell, NB E7M 4P1",,,,,2016,October 2016
,,PDSack Enterprises Inc.,"Sackville, NB E4L 4C3",,,,,2016,October 2016
,,Pioneer Transport Inc.,"Woodstock, NB E7M 6B5",,,,,2016,October 2016
,,Precision Plaster and Paint Applicators Inc.,"Saint John, NB E2M 1T5",,,,,2016,October 2016
,,Pump House Brewery,"Moncton, NB E1A 6R1",,,,,2016,October 2016
,,,,,,,,2016,October 2016
