,Province/Territory,Program Stream,Employer,Address,Occupation,Incorporate Status,Requested LMIAs,Requested Positions,Year,Date,Month,ZipCode,NOC 2016 V1.3 Code,NOC 2016 V1.3 Title,NOC 2021 V1.0 Code,NOC 2021 V1.0 Title,Teer
16071,,,Bread House Ltd.,"Woodbridge, ON L4L 6B4",0621-Retail and wholesale trade managers,,,1.0,2017,Unknown nega,Unknown,L4L 6B4,0621,Retail and wholesale trade managers,60020,Retail and wholesale trade managers,0
16072,,,Britishoxford Consultants Inc.,"Brampton, ON L6S 3L9",1241-Administrative assistants,,,1.0,2017,Unknown nega,Unknown,L6S 3L9,1241,Administrative assistants,13110,Administrative assistants,3
16073,,,Canada Worldwide Services Inc.,"Mississauga, ON L4T 3T1","0124-Advertising, marketing and public relations managers",,,1.0,2017,Unknown nega,Unknown,L4T 3T1,0124,"Advertising, marketing and public relations managers",10022,"Advertising, marketing and public relations managers",0
16074,,,Canadian Grain Inc.,"Oakville, ON L6H 7S8","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",,,1.0,2017,Unknown nega,Unknown,L6H 7S8,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",12013,"Supervisors, supply chain, tracking and scheduling coordination occupations",2
16075,,,Canadian Grain Inc.,"Oakville, ON L6H 7S8","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",,,1.0,2017,Unknown nega,Unknown,L6H 7S8,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",13201,Production and transportation logistics coordinators,3
16076,,,Canadian Grain Inc.,"Oakville, ON L6H 7S8","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",,,1.0,2017,Unknown nega,Unknown,L6H 7S8,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",74202,Air transport ramp attendants,4
16077,,,Canadian Medical Alliance,"Kanata, ON K2L 2N2",6221-Technical sales specialists - wholesale trade,,,2.0,2017,Unknown nega,Unknown,K2L 2N2,6221,Technical sales specialists - wholesale trade,62100,Technical sales specialists - wholesale trade,2
16078,,,Canadian Medical Alliance,"Kanata, ON K2L 2N2",6221-Technical sales specialists - wholesale trade,,,2.0,2017,Unknown nega,Unknown,K2L 2N2,6221,Technical sales specialists - wholesale trade,70012,Facility operation and maintenance managers,0
16079,,,Canadian Medical Alliance,"Kanata, ON K2L 2N2",6221-Technical sales specialists - wholesale trade,,,2.0,2017,Unknown nega,Unknown,K2L 2N2,6221,Technical sales specialists - wholesale trade,75101,Material handlers,5
16080,,,Canadian Systems Inc.,"Etobicoke, ON M9W 0B5",5211-Library and public archive technicians,,,1.0,2017,Unknown nega,Unknown,M9W 0B5,5211,Library and public archive technicians,52100,Library and public archive technicians,2
16081,,,Cantex Distribution Inc.,"Niagara Falls, ON L2E 4B7",0114-Other administrative services managers,,,1.0,2017,Unknown nega,Unknown,L2E 4B7,0114,Other administrative services managers,10019,Other administrative services managers,0
16082,,,Cellular X,"Markham, ON L3A 3V7",6211-Retail sales supervisors,,,1.0,2017,Unknown nega,Unknown,L3A 3V7,6211,Retail sales supervisors,62010,Retail sales supervisors,2
16083,,,Central Tree Care Ltd.,"Toronto, ON M1L 4M7","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",,,1.0,2017,Unknown nega,Unknown,M1L 4M7,8255,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",82031,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",2
16084,,,Cheema Electrical Services Ltd.,"Brampton, ON L6T 5G1",2241-Electrical and electronics engineering technologists and technicians,,,1.0,2017,Unknown nega,Unknown,L6T 5G1,2241,Electrical and electronics engineering technologists and technicians,22310,Electrical and electronics engineering technologists and technicians,2
16085,,,Crown Accounting Services Inc.,"Brampton, ON L6X 1B2",1311-Accounting technicians and bookkeepers,,,1.0,2017,Unknown nega,Unknown,L6X 1B2,1311,Accounting technicians and bookkeepers,12200,Accounting technicians and bookkeepers,2
16086,,,Cutting Edge Frames and Moulding Inc.,"Toronto, ON M3J 2N5",1221-Administrative officers,,,1.0,2017,Unknown nega,Unknown,M3J 2N5,1221,Administrative officers,13100,Administrative officers,3
16087,,,DEALS UNLIMITED TRADING INC. O/A Shell Caledonia,"Etobicoke, ON M9W 7E5",0621-Retail and wholesale trade managers,,,1.0,2017,Unknown nega,Unknown,M9W 7E5,0621,Retail and wholesale trade managers,60020,Retail and wholesale trade managers,0
16088,,,Doublewin International Corp,"Toronto, ON M1V 4Y1","1123-Professional occupations in advertising, marketing and public relations",,,1.0,2017,Unknown nega,Unknown,M1V 4Y1,1123,"Professional occupations in advertising, marketing and public relations",10022,"Advertising, marketing and public relations managers",0
16089,,,Doublewin International Corp,"Toronto, ON M1V 4Y1","1123-Professional occupations in advertising, marketing and public relations",,,1.0,2017,Unknown nega,Unknown,M1V 4Y1,1123,"Professional occupations in advertising, marketing and public relations",11202,"Professional occupations in advertising, marketing and public relations",1
16090,,,Doublewin International Corp,"Toronto, ON M1V 4Y1","1123-Professional occupations in advertising, marketing and public relations",,,1.0,2017,Unknown nega,Unknown,M1V 4Y1,1123,"Professional occupations in advertising, marketing and public relations",64409,Other customer and information services representatives,4
16091,,,Dr. Nelantine Jesuthasa Professional Corp,"Toronto, ON M1T 3T6",3237-Other technical occupations in therapy and assessment,,,1.0,2017,Unknown nega,Unknown,M1T 3T6,3237,Other technical occupations in therapy and assessment,32109,Other technical occupations in therapy and assessment,2
16092,,,Dr. Nelantine Jesuthasa Professional Corp,"Toronto, ON M1T 3T6",3237-Other technical occupations in therapy and assessment,,,1.0,2017,Unknown nega,Unknown,M1T 3T6,3237,Other technical occupations in therapy and assessment,33109,Other assisting occupations in support of health services,3
16093,,,Dr. Preeti Jani Optometry Professional Corporation,"Mississauga, ON L5V 1G7",3231-Opticians,,,1.0,2017,Unknown nega,Unknown,L5V 1G7,3231,Opticians,32100,Opticians,2
16094,,,Dragon Staffing,"Toronto, ON M1T 3K8",1223-Human resources and recruitment officers,,,1.0,2017,Unknown nega,Unknown,M1T 3K8,1223,Human resources and recruitment officers,12101,Human resources and recruitment officers,2
16095,,,ECS Electric Inc.,"Mississauga, ON L5N 7C8",7242-Industrial electricians,,,1.0,2017,Unknown nega,Unknown,L5N 7C8,7242,Industrial electricians,72201,Industrial electricians,2
16096,,,Elite Automobiles Inc.,"Ottawa, ON K1A 7L9","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",,,1.0,2017,Unknown nega,Unknown,K1A 7L9,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers",72410,"Automotive service technicians, truck and bus mechanics and mechanical repairers",2
16097,,,Eurospec Tooling Partnership,"Newmarket, ON L3Y 7B2",7231-Machinists and machining and tooling inspectors,,,1.0,2017,Unknown nega,Unknown,L3Y 7B2,7231,Machinists and machining and tooling inspectors,72100,Machinists and machining and tooling inspectors,2
16098,,,Fast Track Immigration Services,"Toronto, ON M5A 2K3",1241-Administrative assistants,,,1.0,2017,Unknown nega,Unknown,M5A 2K3,1241,Administrative assistants,13110,Administrative assistants,3
16099,,,Footprints Therapy Ltd.,"Toronto, ON M3B 2R2",3232-Practitioners of natural healing,,,1.0,2017,Unknown nega,Unknown,M3B 2R2,3232,Practitioners of natural healing,32200,Traditional Chinese medicine practitioners and acupuncturists,2
16100,,,Footprints Therapy Ltd.,"Toronto, ON M3B 2R2",3232-Practitioners of natural healing,,,1.0,2017,Unknown nega,Unknown,M3B 2R2,3232,Practitioners of natural healing,32209,Other practitioners of natural healing,2
16101,,,FunctionAbility Rehabilitation Services,"Vaughan, ON L4J 3M4",3143-Occupational therapists,,,1.0,2017,Unknown nega,Unknown,L4J 3M4,3143,Occupational therapists,31203,Occupational therapists,1
16102,,,Gigg Express Inc.,"Mississauga, ON L4W 5L5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",,,1.0,2017,Unknown nega,Unknown,L4W 5L5,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",12013,"Supervisors, supply chain, tracking and scheduling coordination occupations",2
16103,,,Gigg Express Inc.,"Mississauga, ON L4W 5L5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",,,1.0,2017,Unknown nega,Unknown,L4W 5L5,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",13201,Production and transportation logistics coordinators,3
16104,,,Gigg Express Inc.,"Mississauga, ON L4W 5L5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",,,1.0,2017,Unknown nega,Unknown,L4W 5L5,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",74202,Air transport ramp attendants,4
16105,,,Global IT Connect Ltd.,"Mississauga, ON L4V 1W1",2172-Database analysts and data administrators,,,1.0,2017,Unknown nega,Unknown,L4V 1W1,2172,Database analysts and data administrators,21211,Data scientists,1
16106,,,Global IT Connect Ltd.,"Mississauga, ON L4V 1W1",2172-Database analysts and data administrators,,,1.0,2017,Unknown nega,Unknown,L4V 1W1,2172,Database analysts and data administrators,21223,Database analysts and data administrators,1
16107,,,Golden Leaf Plastics Inc.,"Markham, ON L3R 5M1","8211-Supervisors, logging and forestry",,,1.0,2017,Unknown nega,Unknown,L3R 5M1,8211,"Supervisors, logging and forestry",82010,"Supervisors, logging and forestry",2
16108,,,Guru's Hakka Chinese & Indian Cuisine Inc.,"Mississauga, ON L5V 2W1",6322-Cooks,,,1.0,2017,Unknown nega,Unknown,L5V 2W1,6322,Cooks,63200,Cooks,3
16109,,,High Strength & Profiles Inc.,"Mississauga, ON L5S 1K4",2253-Drafting technologists and technicians,,,1.0,2017,Unknown nega,Unknown,L5S 1K4,2253,Drafting technologists and technicians,22212,Drafting technologists and technicians,2
16110,,,Homelife Miracle Realty Ltd.,"Etobichoke, ON M9V 5C6","0124-Advertising, marketing and public relations managers",,,1.0,2017,Unknown nega,Unknown,M9V 5C6,0124,"Advertising, marketing and public relations managers",10022,"Advertising, marketing and public relations managers",0
16111,,,JMA Accounting Professional Corporation,"Oakville, ON L6J 7W5","1212-Supervisors, finance and insurance office workers",,,1.0,2017,Unknown nega,Unknown,L6J 7W5,1212,"Supervisors, finance and insurance office workers",12011,"Supervisors, finance and insurance office workers",2
16112,,,Kitchen Stuff Plus Inc.,"Toronto, ON M6B 1W6",0621-Retail and wholesale trade managers,,,1.0,2017,Unknown nega,Unknown,M6B 1W6,0621,Retail and wholesale trade managers,60020,Retail and wholesale trade managers,0
16113,,,Kristin Heeney Optometry Professional Corp,"Toronto, ON M5V 2K8",3231-Opticians,,,1.0,2017,Unknown nega,Unknown,M5V 2K8,3231,Opticians,32100,Opticians,2
16114,,,Lake of the Woods District Hospital,"Kenora, ON P9N 3W7",2241-Electrical and electronics engineering technologists and technicians,,,1.0,2017,Unknown nega,Unknown,P9N 3W7,2241,Electrical and electronics engineering technologists and technicians,22310,Electrical and electronics engineering technologists and technicians,2
16115,,,Lemine Real Estate Consulting Inc.,"Richmond Hill, ON L4B 4N6",5241-Graphic designers and illustrators,,,1.0,2017,Unknown nega,Unknown,L4B 4N6,5241,Graphic designers and illustrators,52120,Graphic designers and illustrators,2
16116,,,Little Kickers Canada Holdings Ltd,"Toronto, ON M4E 3M3","0513-Recreation, sports and fitness program and service directors",,,1.0,2017,Unknown nega,Unknown,M4E 3M3,0513,"Recreation, sports and fitness program and service directors",50012,"Recreation, sports and fitness program and service directors",0
16117,,,Lixar I.T. Inc.,"Ottawa, ON K1K 2C5",5241-Graphic designers and illustrators,,,1.0,2017,Unknown nega,Unknown,K1K 2C5,5241,Graphic designers and illustrators,52120,Graphic designers and illustrators,2
16118,,,Marana Kitchen & Home Design,"Etobicoke, ON M9W 5G3",2253-Drafting technologists and technicians,,,2.0,2017,Unknown nega,Unknown,M9W 5G3,2253,Drafting technologists and technicians,22212,Drafting technologists and technicians,2
16119,,,Marvel Lazer Inc,"Mississauga, ON L4Z 2E8",2242-Electronic service technicians (household and business equipment),,,1.0,2017,Unknown nega,Unknown,L4Z 2E8,2242,Electronic service technicians (household and business equipment),22311,Electronic service technicians (household and business equipment),2
16120,,,MasonryWorx,"Mississauga, ON L4W 5A1","1123-Professional occupations in advertising, marketing and public relations",,,1.0,2017,Unknown nega,Unknown,L4W 5A1,1123,"Professional occupations in advertising, marketing and public relations",10022,"Advertising, marketing and public relations managers",0
16121,,,MasonryWorx,"Mississauga, ON L4W 5A1","1123-Professional occupations in advertising, marketing and public relations",,,1.0,2017,Unknown nega,Unknown,L4W 5A1,1123,"Professional occupations in advertising, marketing and public relations",11202,"Professional occupations in advertising, marketing and public relations",1
16122,,,MasonryWorx,"Mississauga, ON L4W 5A1","1123-Professional occupations in advertising, marketing and public relations",,,1.0,2017,Unknown nega,Unknown,L4W 5A1,1123,"Professional occupations in advertising, marketing and public relations",64409,Other customer and information services representatives,4
16123,,,Metex Heat Treating Ltd,"Brampton, ON L6T 4M2",7311-Construction millwrights and industrial mechanics,,,1.0,2017,Unknown nega,Unknown,L6T 4M2,7311,Construction millwrights and industrial mechanics,72400,Construction millwrights and industrial mechanics,2
16124,,,N Architecture Inc.,"Toronto, ON M2N 4V2",1241-Administrative assistants,,,1.0,2017,Unknown nega,Unknown,M2N 4V2,1241,Administrative assistants,13110,Administrative assistants,3
16125,,,Narayanmuni Corporation,"Sault Ste Marie, ON P6B 4Y9",6311-Food service supervisors,,,1.0,2017,Unknown nega,Unknown,P6B 4Y9,6311,Food service supervisors,62020,Food service supervisors,2
16126,,,Nishu Food Inc o/a Subway,"Burlington, ON L7T 4J5",0631-Restaurant and food service managers,,,1.0,2017,Unknown nega,Unknown,L7T 4J5,0631,Restaurant and food service managers,60030,Restaurant and food service managers,0
16127,,,Nu Way Tour & Travels Inc.,"Mississauga, ON L5S 1T7",1311-Accounting technicians and bookkeepers,,,2.0,2017,Unknown nega,Unknown,L5S 1T7,1311,Accounting technicians and bookkeepers,12200,Accounting technicians and bookkeepers,2
16128,,,Ontario Conference SDA Church,"Oshawa, ON L1H 1H8",1241-Administrative assistants,,,1.0,2017,Unknown nega,Unknown,L1H 1H8,1241,Administrative assistants,13110,Administrative assistants,3
16129,,,Orchard Apartments (2503-2507) Inc.,"Mississauga, ON L5B 4M9",6315-Cleaning supervisors,,,1.0,2017,Unknown nega,Unknown,L5B 4M9,6315,Cleaning supervisors,62024,Cleaning supervisors,2
16130,,,Orlick Industries Limited,"Hamilton, ON L8H 5Y4",2282-User support technicians,,,1.0,2017,Unknown nega,Unknown,L8H 5Y4,2282,User support technicians,22221,User support technicians,2
16131,,,Ovislink Canada Inc.,"Markham, ON L3R 8E8",6221-Technical sales specialists - wholesale trade,,,1.0,2017,Unknown nega,Unknown,L3R 8E8,6221,Technical sales specialists - wholesale trade,62100,Technical sales specialists - wholesale trade,2
16132,,,Ovislink Canada Inc.,"Markham, ON L3R 8E8",6221-Technical sales specialists - wholesale trade,,,1.0,2017,Unknown nega,Unknown,L3R 8E8,6221,Technical sales specialists - wholesale trade,70012,Facility operation and maintenance managers,0
16133,,,Ovislink Canada Inc.,"Markham, ON L3R 8E8",6221-Technical sales specialists - wholesale trade,,,1.0,2017,Unknown nega,Unknown,L3R 8E8,6221,Technical sales specialists - wholesale trade,75101,Material handlers,5
16134,,,Pacific Controls (Canada) Inc.,"Toronto, ON M5H 1T1",2232-Mechanical engineering technologists and technicians,,,1.0,2017,Unknown nega,Unknown,M5H 1T1,2232,Mechanical engineering technologists and technicians,22301,Mechanical engineering technologists and technicians,2
16135,,,Pentagon Logistics Inc.,"Mississauga, ON L4Y 1Y7",1221-Administrative officers,,,1.0,2017,Unknown nega,Unknown,L4Y 1Y7,1221,Administrative officers,13100,Administrative officers,3
16136,,,Piling Experts Inc.,"Bolton, ON L7E 1W2",1221-Administrative officers,,,1.0,2017,Unknown nega,Unknown,L7E 1W2,1221,Administrative officers,13100,Administrative officers,3
16137,,,Play Loft Inc.,"Toronto, ON M4K 1P9",4214-Early childhood educators and assistants,,,1.0,2017,Unknown nega,Unknown,M4K 1P9,4214,Early childhood educators and assistants,42202,Early childhood educators and assistants,2
16138,,,Polyten Inc.,"Woodbridge, ON L4L 5W6",2211-Chemical technologists and technicians,,,1.0,2017,Unknown nega,Unknown,L4L 5W6,2211,Chemical technologists and technicians,22100,Chemical technologists and technicians,2
16139,,,Right To Play International,"Toronto, ON M5C 1C4","0013-Senior managers - financial, communications and other business services",,,1.0,2017,Unknown nega,Unknown,M5C 1C4,0013,"Senior managers - financial, communications and other business services",00012,"Senior managers - financial, communications and other business services",0
16140,,,River Road Retirement Residence,"Niagara Falls, ON L2E 3E6",3233-Licensed practical nurses,,,1.0,2017,Unknown nega,Unknown,L2E 3E6,3233,Licensed practical nurses,32101,Licensed practical nurses,2
16141,,,Robert Design Group Ltd.,"Mississauga, ON L4W 1Y5",7272-Cabinetmakers,,,1.0,2017,Unknown nega,Unknown,L4W 1Y5,7272,Cabinetmakers,72311,Cabinetmakers,2
16142,,,RPS Industries Inc.,"Scarborough, ON M1S 3J1",0621-Retail and wholesale trade managers,,,1.0,2017,Unknown nega,Unknown,M1S 3J1,0621,Retail and wholesale trade managers,60020,Retail and wholesale trade managers,0
16143,,,Ruwan's Culinary Inc.,"Mississauga, ON L5S 1W7",6332-Bakers,,,1.0,2017,Unknown nega,Unknown,L5S 1W7,6332,Bakers,63202,Bakers,3
16144,,,Sanjay Verma Professional Co,"Brampton, ON L6S 0E7",1221-Administrative officers,,,1.0,2017,Unknown nega,Unknown,L6S 0E7,1221,Administrative officers,13100,Administrative officers,3
16145,,,Scarsin Corporation,"Uxbridge, ON L9P 1P2",4162-Economists and economic policy researchers and analysts,,,1.0,2017,Unknown nega,Unknown,L9P 1P2,4162,Economists and economic policy researchers and analysts,41401,Economists and economic policy researchers and analysts,1
16146,,,ShoreWise Consulting Inc.,"Mississauga, ON L4W 2A1",2172-Database analysts and data administrators,,,1.0,2017,Unknown nega,Unknown,L4W 2A1,2172,Database analysts and data administrators,21211,Data scientists,1
16147,,,ShoreWise Consulting Inc.,"Mississauga, ON L4W 2A1",2172-Database analysts and data administrators,,,1.0,2017,Unknown nega,Unknown,L4W 2A1,2172,Database analysts and data administrators,21223,Database analysts and data administrators,1
16148,,,Silver Stallion Enterprises Inc.,"Markham, ON L3R 1G2",6222-Retail and wholesale buyers,,,1.0,2017,Unknown nega,Unknown,L3R 1G2,6222,Retail and wholesale buyers,62101,Retail and wholesale buyers,2
16149,,,SK Fresh Linksys Inc.,"Toronto, ON M1B 2G1","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",,,1.0,2017,Unknown nega,Unknown,M1B 2G1,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",12013,"Supervisors, supply chain, tracking and scheduling coordination occupations",2
16150,,,SK Fresh Linksys Inc.,"Toronto, ON M1B 2G1","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",,,1.0,2017,Unknown nega,Unknown,M1B 2G1,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",13201,Production and transportation logistics coordinators,3
16151,,,SK Fresh Linksys Inc.,"Toronto, ON M1B 2G1","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",,,1.0,2017,Unknown nega,Unknown,M1B 2G1,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",74202,Air transport ramp attendants,4
16152,,,Sonibrand Farm Inc.,"St. Isidore, ON K0C 2B0",7311-Construction millwrights and industrial mechanics,,,1.0,2017,Unknown nega,Unknown,K0C 2B0,7311,Construction millwrights and industrial mechanics,72400,Construction millwrights and industrial mechanics,2
16153,,,Suryanarayan Corporation o/a Queensway Motel,"Toronto, ON M8Y 1K5","6313-Accommodation, travel, tourism and related services supervisors",,,1.0,2017,Unknown nega,Unknown,M8Y 1K5,6313,"Accommodation, travel, tourism and related services supervisors",62022,"Accommodation, travel, tourism and related services supervisors",2
16154,,,The Consulting House,"Toronto, ON M2N 0G3","1212-Supervisors, finance and insurance office workers",,,1.0,2017,Unknown nega,Unknown,M2N 0G3,1212,"Supervisors, finance and insurance office workers",12011,"Supervisors, finance and insurance office workers",2
16155,,,Three Star Fabrics Ltd.,"Concord, ON L4K 4Z9",6222-Retail and wholesale buyers,,,1.0,2017,Unknown nega,Unknown,L4K 4Z9,6222,Retail and wholesale buyers,62101,Retail and wholesale buyers,2
16156,,,Traffipax LLC.,"Mississauga, ON L4W 5G5",2242-Electronic service technicians (household and business equipment),,,1.0,2017,Unknown nega,Unknown,L4W 5G5,2242,Electronic service technicians (household and business equipment),22311,Electronic service technicians (household and business equipment),2
16157,,,Tribalscale Inc.,"Toronto, ON M5V 3C7",5241-Graphic designers and illustrators,,,1.0,2017,Unknown nega,Unknown,M5V 3C7,5241,Graphic designers and illustrators,52120,Graphic designers and illustrators,2
16158,,,Turuss (Canada) Industry Co. Ltd,"Chesley, ON N0G 1L0","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",,,1.0,2017,Unknown nega,Unknown,N0G 1L0,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",12013,"Supervisors, supply chain, tracking and scheduling coordination occupations",2
16159,,,Turuss (Canada) Industry Co. Ltd,"Chesley, ON N0G 1L0","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",,,1.0,2017,Unknown nega,Unknown,N0G 1L0,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",13201,Production and transportation logistics coordinators,3
16160,,,Turuss (Canada) Industry Co. Ltd,"Chesley, ON N0G 1L0","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",,,1.0,2017,Unknown nega,Unknown,N0G 1L0,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",74202,Air transport ramp attendants,4
16161,,,Venerica Meats Inc.,"Toronto, ON M6P 2A4","6331-Butchers, meat cutters and fishmongers - retail and wholesale",,,1.0,2017,Unknown nega,Unknown,M6P 2A4,6331,"Butchers, meat cutters and fishmongers - retail and wholesale",63201,Butchers - retail and wholesale,3
16162,,,Venerica Meats Inc.,"Toronto, ON M6P 2A4","6331-Butchers, meat cutters and fishmongers - retail and wholesale",,,1.0,2017,Unknown nega,Unknown,M6P 2A4,6331,"Butchers, meat cutters and fishmongers - retail and wholesale",65202,Meat cutters and fishmongers - retail and wholesale,5
16163,,,Venus Autoparts Inc.,"Toronto, ON M9W 4V6",6222-Retail and wholesale buyers,,,1.0,2017,Unknown nega,Unknown,M9W 4V6,6222,Retail and wholesale buyers,62101,Retail and wholesale buyers,2
16164,,,Vittoria Veal & Delicatessen Ltd.,"Ottawa, ON K1V 2A4",6311-Food service supervisors,,,1.0,2017,Unknown nega,Unknown,K1V 2A4,6311,Food service supervisors,62020,Food service supervisors,2
16165,,,Westcast Industries Inc,"Brantford, ON N3V 1E7",1121-Human resources professionals,,,1.0,2017,Unknown nega,Unknown,N3V 1E7,1121,Human resources professionals,11200,Human resources professionals,1
16166,,,Westincor Limited,"Maple, ON L6A 0K5","0016-Senior managers - construction, transportation, production and utilities",,,1.0,2017,Unknown nega,Unknown,L6A 0K5,0016,"Senior managers - construction, transportation, production and utilities",00015,"Senior managers - construction, transportation, production and utilities",0
16167,,,Wheel King Transhaul Inc.,"Milton, ON L9T 3H3",1221-Administrative officers,,,1.0,2017,Unknown nega,Unknown,L9T 3H3,1221,Administrative officers,13100,Administrative officers,3
16168,,,Widex Canada Ltd.,"Burlington, ON L7L 5H9",2242-Electronic service technicians (household and business equipment),,,1.0,2017,Unknown nega,Unknown,L7L 5H9,2242,Electronic service technicians (household and business equipment),22311,Electronic service technicians (household and business equipment),2
16169,Manitoba,    High Wage,6803190 Manitoba Ltd.,"Winnipeg, MB R3T 5J9",6322-Cooks,,,2.0,2017,Unknown nega,Unknown,R3T 5J9,6322,Cooks,63200,Cooks,3
16170,,,8362556 Canada Inc.,"Winnipeg, MB R3J 3T7",3111-Specialist physicians,,,1.0,2017,Unknown nega,Unknown,R3J 3T7,3111,Specialist physicians,31100,Specialists in clinical and laboratory medicine,1
16171,,,8362556 Canada Inc.,"Winnipeg, MB R3J 3T7",3111-Specialist physicians,,,1.0,2017,Unknown nega,Unknown,R3J 3T7,3111,Specialist physicians,31101,Specialists in surgery,1
16172,,,8362556 Canada Inc.,"Winnipeg, MB R3J 3T7",3111-Specialist physicians,,,1.0,2017,Unknown nega,Unknown,R3J 3T7,3111,Specialist physicians,41310,Police investigators and other investigative occupations,1
16173,,,Bestland Air Ltd,"Starbuck, MB R0G 2P0","2271-Air pilots, flight engineers and flying instructors",,,1.0,2017,Unknown nega,Unknown,R0G 2P0,2271,"Air pilots, flight engineers and flying instructors",72600,"Air pilots, flight engineers and flying instructors",2
16174,,,Horizon Glass Ltd.,"Brandon, MB R7B 1M8",7292-Glaziers,,,1.0,2017,Unknown nega,Unknown,R7B 1M8,7292,Glaziers,73111,Glaziers,3
16175,,,JC Worldwide Immigration Networks Inc,"Winnipeg, MB R3Y 1Y1",5241-Graphic designers and illustrators,,,1.0,2017,Unknown nega,Unknown,R3Y 1Y1,5241,Graphic designers and illustrators,52120,Graphic designers and illustrators,2
16176,,,JDB Project Engineering Inc,"Winkler, MB R6W 0H5",2231-Civil engineering technologists and technicians,,,1.0,2017,Unknown nega,Unknown,R6W 0H5,2231,Civil engineering technologists and technicians,22300,Civil engineering technologists and technicians,2
16177,,,JEB Development Ltd.,"Winnipeg, MB R3G 0N3","3223-Dental technologists, technicians and laboratory assistants",,,1.0,2017,Unknown nega,Unknown,R3G 0N3,3223,"Dental technologists, technicians and laboratory assistants",32112,Dental technologists and technicians,2
16178,,,JEB Development Ltd.,"Winnipeg, MB R3G 0N3","3223-Dental technologists, technicians and laboratory assistants",,,1.0,2017,Unknown nega,Unknown,R3G 0N3,3223,"Dental technologists, technicians and laboratory assistants",33100,Dental assistants and dental laboratory assistants,3
16179,,,KBW Aviation Ltd.,"St Jean Baptiste, MB R0G 2B0","2271-Air pilots, flight engineers and flying instructors",,,1.0,2017,Unknown nega,Unknown,R0G 2B0,2271,"Air pilots, flight engineers and flying instructors",72600,"Air pilots, flight engineers and flying instructors",2
16180,,,Online Enterprises Inc.,"Winnipeg, MB R3B 0R3",2171-Information systems analysts and consultants,,,2.0,2017,Unknown nega,Unknown,R3B 0R3,2171,Information systems analysts and consultants,21211,Data scientists,1
16181,,,Online Enterprises Inc.,"Winnipeg, MB R3B 0R3",2171-Information systems analysts and consultants,,,2.0,2017,Unknown nega,Unknown,R3B 0R3,2171,Information systems analysts and consultants,21220,Cybersecurity specialists,1
16182,,,Online Enterprises Inc.,"Winnipeg, MB R3B 0R3",2171-Information systems analysts and consultants,,,2.0,2017,Unknown nega,Unknown,R3B 0R3,2171,Information systems analysts and consultants,21221,Business systems specialists,1
16183,,,Online Enterprises Inc.,"Winnipeg, MB R3B 0R3",2171-Information systems analysts and consultants,,,2.0,2017,Unknown nega,Unknown,R3B 0R3,2171,Information systems analysts and consultants,21222,Information systems specialists,1
16184,,,Online Enterprises Inc.,"Winnipeg, MB R3B 0R3",2171-Information systems analysts and consultants,,,2.0,2017,Unknown nega,Unknown,R3B 0R3,2171,Information systems analysts and consultants,21233,Web designers,1
16185,,,Provincial Helicopters Ltd.,"Lac du Bonnet, MB R0E 1A0","2271-Air pilots, flight engineers and flying instructors",,,1.0,2017,Unknown nega,Unknown,R0E 1A0,2271,"Air pilots, flight engineers and flying instructors",72600,"Air pilots, flight engineers and flying instructors",2
16186,,,Trademarks Properties Inc.,"Winnipeg, MB R3L 2B9",7271-Carpenters,,,1.0,2017,Unknown nega,Unknown,R3L 2B9,7271,Carpenters,72310,Carpenters,2
16187,,,,,7272-Cabinetmakers,,,1.0,2017,Unknown nega,Unknown,,7272,Cabinetmakers,72311,Cabinetmakers,2
